City Name,Population,Area (sq. km),Smart Infrastructure Score,Energy Consumption,Public Transport Usage,Air Quality Index,Education Index,Healthcare Index,Employment Rate,Smart Grid Adoption,Waste Management Score,Internet Speed (Mbps),Safety Index,Cost of Living Index
City766,3456247,530.33,88.29,225.74,7.36,54.95,64.09,35.43,42.91,87.29,75.14,520.28,39.95,100.27
City767,7519231,314.26,20.21,876.17,45.76,90.11,83.52,34.71,7.55,18.56,43.49,805.54,92.12,95.23
City768,870076,915.16,12.9,951.55,60.18,68.15,4.83,94.48,94.0,96.32,8.69,747.92,83.86,63.43
City769,1654518,380.64,82.84,144.82,69.91,52.31,27.5,3.26,50.8,77.34,82.58,135.06,85.36,110.36
City770,4180078,471.48,17.01,950.66,68.88,13.06,55.21,43.12,7.63,26.45,16.49,913.2,36.45,54.33
City771,8768257,595.39,75.78,747.16,12.74,25.92,19.1,28.35,49.02,54.8,70.83,366.76,66.72,91.02
City772,3457465,887.88,45.46,538.52,40.48,96.44,30.56,1.29,95.84,99.32,87.77,26.32,54.81,37.27
City773,6048133,976.78,36.46,612.84,33.02,25.43,29.15,31.32,47.08,45.42,71.27,571.54,62.56,44.51
City774,8401295,117.78,83.65,992.03,71.94,60.05,78.5,19.31,85.75,57.82,99.93,966.54,1.65,108.33
City775,1848729,258.74,13.79,678.0,58.73,98.2,37.87,11.73,34.67,76.23,32.11,123.09,52.54,59.99
City776,9584252,407.21,50.99,817.0,15.02,51.92,83.88,74.17,5.51,15.1,29.14,314.34,9.67,94.93
City777,9410679,768.45,53.28,964.6,21.63,44.03,75.06,88.68,92.83,19.69,33.63,634.25,76.83,106.08
City778,3701041,725.46,95.72,254.96,23.08,42.85,9.41,83.85,11.85,93.87,41.39,123.14,66.79,79.06
City779,9068134,148.9,87.9,509.61,58.93,61.34,48.62,75.79,79.94,41.6,47.61,115.45,83.74,113.46
City780,8949066,249.41,76.2,661.15,41.06,31.82,31.4,55.17,19.13,60.53,85.32,813.55,28.17,94.95
City781,7691832,592.99,30.69,181.22,49.41,67.23,23.87,7.81,96.5,10.98,40.92,570.33,53.3,40.12
City782,7027575,165.29,50.1,336.66,66.18,56.89,28.41,38.75,79.36,91.08,57.86,700.61,16.44,85.54
City783,7068482,181.07,38.12,145.0,39.77,17.86,85.44,19.52,55.19,94.24,63.81,446.5,16.71,47.04
City784,2902011,692.48,0.46,877.61,45.36,72.13,87.43,22.22,74.15,65.23,8.06,424.23,71.59,111.0
City785,3356207,802.52,23.45,691.21,56.6,18.06,81.2,10.91,97.58,6.54,58.24,61.17,3.08,57.43
City786,5943495,79.04,5.58,645.51,66.68,64.24,24.22,3.23,35.27,72.27,4.57,588.65,43.42,66.22
City787,8883853,783.12,63.89,418.29,50.47,99.02,97.6,73.51,68.12,14.13,70.9,572.66,3.89,109.37
City788,6814889,480.09,71.72,945.15,7.07,89.3,40.58,38.77,0.05,10.95,26.1,375.53,22.01,87.89
City789,3868181,570.67,91.93,735.72,41.29,85.76,61.49,11.43,79.14,53.23,68.66,406.28,33.24,74.45
City790,9291452,234.57,95.53,555.75,63.07,44.2,25.45,51.42,70.77,95.04,73.98,106.47,69.34,89.01
City791,4717517,35.98,36.37,319.65,46.86,38.44,49.34,10.57,49.24,18.59,31.65,307.5,12.08,101.64
City792,420526,410.65,78.32,781.9,70.19,99.3,53.22,61.28,76.43,60.22,60.41,707.5,2.84,32.23
City793,1283594,60.32,27.61,128.24,58.24,70.14,13.33,69.07,11.22,96.25,86.44,65.43,17.32,76.08
City794,9811319,736.29,82.57,193.94,58.71,48.14,43.76,29.01,37.24,48.92,77.54,854.78,78.07,77.61
City795,9034598,279.61,67.5,930.75,51.9,95.8,90.66,84.56,37.21,25.21,36.08,624.46,15.72,70.65
City796,1339558,19.36,76.98,281.8,11.92,83.15,51.59,22.07,13.38,46.02,6.48,768.54,5.08,92.52
City797,8100568,208.25,80.38,473.71,75.43,22.16,80.48,32.3,34.98,84.08,1.87,614.61,35.69,60.68
City798,8114816,649.63,42.8,847.13,29.23,99.13,62.56,35.74,11.84,79.74,8.78,932.66,69.81,44.0
City799,5081234,993.14,67.91,211.55,52.16,61.43,77.53,71.24,10.05,56.31,58.87,948.67,7.38,93.55
City800,8334374,404.02,61.09,787.93,75.49,70.97,23.88,37.7,41.73,53.72,82.27,600.32,80.59,114.36
City801,2149991,397.53,24.3,976.24,25.59,93.41,22.19,94.2,4.67,46.9,59.7,813.07,94.54,66.0
City802,7180477,755.41,6.39,920.89,19.18,68.0,99.88,66.45,28.44,66.92,26.27,862.58,90.45,61.97
City803,7430400,919.41,15.06,153.25,61.4,87.78,47.56,41.51,1.33,41.31,94.72,232.96,35.26,101.2
City804,5627707,803.36,54.82,162.05,12.5,67.61,43.15,56.71,9.25,18.16,49.64,667.93,42.34,53.55
City805,4423419,318.05,96.86,536.25,19.36,13.92,80.21,26.97,70.14,32.92,93.43,769.28,24.95,58.54
City806,8781008,910.9,3.29,280.93,26.95,45.73,34.77,32.02,27.15,45.32,31.7,569.33,59.3,85.64
City807,3765921,701.98,72.52,243.3,43.24,33.45,7.01,30.49,28.94,26.98,24.71,533.41,64.37,71.25
City808,2579100,930.26,79.46,727.96,15.93,98.5,14.51,78.39,13.06,40.6,99.73,636.78,59.34,43.97
City809,1813819,893.23,64.28,367.49,24.1,97.52,45.18,77.58,27.0,24.27,72.4,30.46,28.03,100.94
City810,4790572,397.79,18.67,350.22,21.03,26.8,62.26,15.65,29.49,59.76,91.06,372.67,81.02,37.15
City811,6176570,888.71,49.68,152.83,24.65,84.22,31.99,98.89,72.51,64.27,8.83,98.17,2.81,113.38
City812,3003135,417.08,95.64,251.77,68.6,60.67,20.5,31.51,47.08,92.62,4.07,517.79,95.04,105.53
City813,6015745,562.56,8.19,765.64,71.28,66.04,5.54,32.47,2.23,34.74,57.78,579.28,6.84,86.86
City814,1161043,576.89,31.64,692.53,33.17,74.81,59.55,1.03,23.53,68.38,94.18,136.45,64.3,103.13
City815,4258760,252.68,47.26,960.03,13.79,59.82,95.82,82.7,83.91,38.5,7.61,20.62,20.79,92.76
City816,4500999,492.59,25.18,176.55,5.06,29.03,11.7,24.75,91.32,98.29,6.92,67.84,16.68,105.5
City817,8474168,161.39,78.28,215.74,27.64,32.49,7.54,91.68,48.93,72.08,6.36,615.18,42.47,59.35
City818,8914971,553.54,11.28,881.51,63.15,89.92,87.51,17.46,27.33,94.97,1.93,11.8,97.24,32.31
City819,3135391,962.08,36.37,685.15,11.55,39.78,1.91,18.16,34.27,82.82,93.14,481.81,63.87,87.51
City820,4371656,91.49,71.3,324.7,48.8,60.98,49.19,32.67,87.95,25.95,75.77,544.81,48.48,66.12
City821,4602378,204.45,54.78,743.34,79.7,11.23,28.02,23.85,21.06,53.73,4.66,280.8,65.78,52.5
City822,1215464,263.95,34.33,411.72,10.21,42.69,8.76,2.45,93.53,40.97,68.09,801.07,77.9,115.95
City823,9538046,240.19,64.08,713.69,44.58,55.51,73.59,33.93,89.75,97.07,99.42,376.77,94.02,61.53
City824,6671448,843.28,18.74,573.02,31.7,80.1,94.51,23.74,1.66,5.47,37.24,397.7,69.38,91.8
City825,5635577,768.02,73.46,738.65,73.77,75.29,41.66,10.12,62.29,8.61,14.49,236.53,29.29,41.89
City826,9103214,130.77,26.21,933.91,46.07,92.77,68.29,67.73,62.3,43.56,83.37,475.67,55.17,33.71
City827,1793439,586.37,51.94,141.85,13.2,16.06,66.8,73.31,10.67,77.76,39.53,37.55,44.71,106.03
City828,9585812,923.62,99.04,466.01,36.88,61.73,9.5,0.88,48.7,16.37,36.91,744.48,39.53,81.91
City829,8280297,468.99,22.46,982.97,5.07,73.03,21.39,39.86,99.45,3.33,67.86,66.08,31.12,45.52
City830,4087205,575.67,54.24,575.15,71.75,69.47,81.47,67.85,28.48,87.77,74.43,409.68,53.84,32.88
City831,2232644,889.12,96.22,895.35,39.41,68.68,3.31,47.21,10.79,38.56,42.47,936.19,96.83,95.25
City832,7284818,643.51,88.84,158.24,34.49,95.46,45.79,89.84,38.36,13.3,59.31,117.92,36.47,119.49
City833,6320654,269.53,71.0,677.8,17.91,50.38,23.94,58.14,29.7,0.65,68.71,775.57,81.45,68.59
City834,939167,46.81,18.89,352.83,51.37,48.96,8.1,70.97,65.83,12.91,80.27,205.76,48.33,108.78
City835,6000927,568.95,93.12,150.64,57.31,36.9,45.53,5.91,98.63,97.89,12.45,871.61,81.78,63.93
City836,9238421,745.19,8.79,713.65,24.13,61.34,78.55,44.67,34.29,3.08,64.56,516.94,5.6,44.76
City837,9771723,788.28,13.81,530.06,64.15,41.26,42.46,59.58,59.8,61.49,71.52,29.3,27.03,63.94
City838,2258177,632.29,67.6,514.15,24.1,97.92,57.83,2.56,34.75,22.39,83.95,677.98,2.89,109.18
City839,1521845,444.95,36.73,610.63,15.96,66.45,37.95,69.08,42.69,21.47,88.71,383.35,46.61,58.56
City840,7850163,41.71,69.87,474.49,28.6,90.03,99.03,79.2,19.53,95.05,76.12,828.97,11.38,56.03
City841,2526281,655.27,36.45,293.47,8.93,13.83,27.95,26.75,48.81,32.17,33.31,791.6,54.8,103.45
City842,2576860,369.6,50.19,917.38,42.31,50.51,51.51,89.34,13.04,76.57,11.33,60.83,3.84,50.86
City843,3692885,332.09,69.89,207.7,36.86,15.87,88.41,73.19,56.84,72.89,22.27,459.26,98.88,98.46
City844,2766518,945.92,67.35,842.51,35.65,62.64,44.56,33.4,99.42,73.84,3.87,177.53,13.44,60.03
City845,5015104,246.72,72.58,721.47,68.36,86.47,73.97,67.79,40.93,71.71,92.95,796.99,90.99,101.14
City846,3896689,361.14,77.19,246.21,7.68,48.15,17.25,56.65,61.59,33.6,91.04,366.52,71.8,54.96
City847,9113527,520.66,63.96,812.19,63.32,20.96,21.13,78.73,97.22,17.97,39.97,969.34,65.03,107.25
City848,8884901,233.33,23.14,543.53,26.09,95.27,4.8,19.16,90.35,43.19,60.7,429.66,83.48,96.4
City849,5574455,492.09,75.05,772.92,46.61,37.33,2.43,27.13,60.13,34.36,70.25,162.94,72.59,63.0
City850,9250668,863.57,22.59,537.9,65.5,65.63,91.09,10.1,2.04,22.49,55.5,141.46,75.27,40.06
City851,7943469,582.03,41.54,668.67,10.3,93.81,20.96,10.96,20.55,96.93,76.66,362.69,66.67,95.89
City852,1845076,349.96,7.03,249.39,36.49,77.37,64.46,96.36,26.34,28.15,65.25,19.16,57.0,61.7
City853,8104241,217.81,14.13,155.45,61.49,79.22,6.99,58.44,3.08,15.15,91.92,508.89,19.09,39.96
City854,8268004,211.18,3.05,424.03,69.27,19.3,63.42,3.68,63.71,43.55,30.96,414.16,47.4,71.19
City855,3051947,470.29,20.91,238.2,48.47,94.6,96.9,0.98,94.17,79.92,38.74,21.01,25.24,41.96
City856,1948004,714.94,21.86,980.6,72.83,97.18,29.15,16.23,75.86,16.14,10.06,522.57,93.21,49.91
City857,7447080,193.32,21.08,157.48,5.3,19.44,67.26,63.33,94.95,73.38,90.34,827.41,34.76,92.17
City858,8263079,743.12,99.89,539.85,18.15,27.15,68.04,50.91,13.23,43.25,7.86,463.81,84.17,117.58
City859,6666271,181.84,60.17,951.71,50.74,23.81,13.7,82.44,85.34,12.27,24.79,570.96,69.74,107.89
City860,2219499,743.43,4.83,544.12,72.84,88.47,6.97,46.39,14.85,56.21,71.67,135.31,36.39,31.71
City861,7980460,62.84,35.44,968.38,46.15,98.06,65.12,94.01,2.94,96.92,90.06,464.02,11.24,77.57
City862,4621866,794.0,51.29,581.63,36.86,41.25,88.69,51.07,11.91,64.11,47.96,831.24,55.99,101.6
City863,2545365,119.18,25.04,220.06,16.78,15.2,8.07,97.16,66.68,34.87,5.97,435.78,61.26,92.75
City864,5590722,264.23,71.83,909.48,12.81,79.32,26.2,76.63,95.73,37.3,60.32,695.76,59.16,76.61
City865,9268346,665.35,65.42,786.24,53.41,26.92,88.44,75.61,71.47,44.8,7.77,973.46,6.48,92.55
City866,8553699,196.68,57.88,308.71,14.49,37.67,61.95,84.85,5.89,37.88,3.79,174.37,3.97,32.79
City867,2913781,826.79,7.08,555.31,9.22,99.59,29.27,85.07,62.29,9.24,86.1,504.75,10.9,114.75
City868,4734274,256.93,28.53,602.56,5.66,88.93,1.47,21.58,91.07,1.94,39.76,802.13,51.36,69.45
City869,5610455,682.85,39.57,538.43,22.41,39.59,3.9,0.96,40.76,89.64,88.7,977.52,61.42,109.55
City870,2589769,102.05,62.84,965.11,10.11,97.84,18.89,47.66,51.9,29.81,27.76,633.71,60.01,80.7
City871,5907861,10.8,44.38,574.55,45.71,16.92,8.2,78.77,89.87,3.84,30.63,344.03,1.39,49.44
City872,7189233,410.11,17.52,782.08,63.36,67.19,70.34,40.33,17.16,31.54,13.78,968.8,4.83,82.38
City873,2883534,678.52,59.0,821.02,69.14,78.84,16.01,30.85,37.67,3.95,3.35,652.04,96.96,110.53
City874,6155882,889.81,77.78,427.58,6.82,96.16,13.19,3.12,73.29,80.02,38.08,832.82,57.37,64.34
City875,7331232,519.44,35.81,698.14,14.95,58.22,57.32,37.35,82.39,0.75,19.25,53.95,61.87,53.61
City876,4388854,784.55,75.23,415.85,11.21,27.92,82.02,52.25,90.77,34.35,32.59,634.88,73.95,101.85
City877,5022574,725.08,5.65,755.15,71.34,12.88,49.3,87.94,3.26,37.58,5.05,983.96,37.06,47.12
City878,1246328,387.69,10.27,297.0,29.53,17.41,89.96,48.4,79.73,98.77,14.86,600.45,14.63,61.1
City879,6145690,289.31,62.84,404.38,22.32,82.73,29.51,70.05,34.09,36.73,86.53,763.56,39.78,117.94
City880,9594778,317.11,2.42,164.5,56.94,79.19,40.03,90.7,1.24,13.11,81.59,728.91,75.6,60.87
City881,9215297,341.74,2.39,112.06,16.61,71.34,80.93,27.12,16.43,37.29,86.72,597.96,47.29,106.85
City882,1829966,234.69,66.16,752.86,67.76,23.77,36.37,8.55,9.88,89.03,78.3,428.59,94.04,91.81
City883,2592478,641.35,90.57,332.5,19.23,55.07,39.24,21.79,24.14,50.89,52.87,848.44,2.37,41.66
City884,9450770,917.37,3.94,280.89,40.16,55.44,33.13,30.49,42.11,55.15,7.48,602.56,54.7,82.44
City885,6897203,893.26,78.99,964.81,22.78,90.48,87.71,81.12,59.67,27.54,88.62,300.59,94.85,46.78
City886,987578,838.06,13.49,646.76,69.64,19.66,33.39,81.44,60.25,10.17,63.13,615.66,10.23,64.78
City887,8575176,490.58,63.71,676.88,24.1,73.03,90.14,12.11,35.52,97.48,53.83,383.31,75.19,76.76
City888,8532826,984.69,5.11,544.88,64.45,66.16,99.41,36.17,48.54,51.08,44.7,136.53,67.4,65.74
City889,6433622,260.06,36.16,595.91,8.72,15.63,43.63,73.68,75.88,43.06,52.16,827.4,69.7,96.87
City890,2349903,13.2,45.48,118.2,31.12,76.26,56.21,25.92,58.93,96.61,66.78,162.58,0.92,104.04
City891,9942884,798.5,45.8,980.66,19.07,41.36,88.99,41.08,71.16,97.93,4.97,68.85,60.84,57.34
City892,516392,949.54,18.3,520.89,73.16,80.24,5.91,79.1,52.3,69.86,17.44,359.3,21.11,115.15
City893,6170020,189.28,17.03,568.67,78.55,40.8,32.15,17.57,49.83,36.66,1.17,647.37,44.84,117.42
City894,4292506,701.48,85.9,992.89,67.89,55.6,17.25,16.18,17.84,8.21,90.21,376.14,45.05,86.84
City895,6085118,297.03,46.92,156.08,20.46,77.37,66.79,98.36,3.8,18.75,96.32,24.6,89.16,43.07
City896,2878290,740.28,16.45,892.98,64.12,12.6,42.31,68.6,86.51,64.24,52.8,601.61,87.2,99.59
City897,7597178,106.75,14.35,645.6,62.7,19.8,18.43,19.47,34.92,32.36,36.58,865.39,35.87,56.97
City898,4293223,248.25,55.85,965.52,5.67,20.05,69.68,28.71,64.33,54.27,54.19,600.89,72.55,62.19
City899,8403090,156.69,62.94,134.4,47.04,86.07,71.83,35.43,37.3,15.62,38.84,477.5,77.83,95.78
City900,3775626,463.96,91.42,286.4,43.43,90.24,71.09,16.77,25.26,70.3,51.01,682.07,6.35,42.66
City901,9144338,340.99,81.33,555.47,19.49,70.93,62.96,32.66,79.25,82.21,30.29,236.67,36.37,99.54
City902,567407,450.25,96.67,805.36,11.67,53.05,48.95,59.23,18.17,32.6,77.54,35.98,27.42,63.46
City903,3557750,898.46,25.09,845.12,9.13,70.73,44.52,22.48,94.65,54.72,40.96,650.14,4.98,72.85
City904,6981330,17.19,54.93,862.38,25.68,61.69,32.52,13.36,69.3,20.2,56.08,813.86,58.4,99.1
City905,2413773,915.44,46.85,505.59,72.63,29.41,45.48,32.8,21.09,2.38,10.23,629.16,76.38,45.31
City906,9365531,385.6,38.69,614.4,78.24,51.3,12.28,1.08,74.19,66.13,27.39,372.48,28.3,106.17
City907,205678,63.08,87.23,716.69,48.3,59.43,54.89,11.79,70.39,52.26,72.21,409.53,25.71,79.3
City908,8748795,990.92,49.33,926.03,17.22,50.39,91.68,70.2,40.14,58.55,31.58,431.26,18.63,35.29
City909,21633,64.14,43.69,377.62,38.49,32.39,77.96,64.67,49.01,36.67,88.63,178.49,19.8,59.88
City910,5882153,375.86,50.64,829.7,64.32,43.62,25.16,34.79,14.85,14.72,92.83,707.22,54.26,55.49
City911,7854876,317.51,54.32,356.29,10.54,39.76,63.5,24.7,2.18,45.58,52.6,281.32,95.54,61.52
City912,4119945,584.27,98.98,162.09,28.67,79.8,98.02,78.33,22.83,30.01,36.59,147.02,46.15,38.61
City913,5965298,592.54,6.08,816.45,66.23,39.85,16.14,59.6,83.73,10.22,62.11,600.94,46.84,98.19
City914,2818893,124.84,16.27,458.81,50.47,30.53,50.69,20.92,66.58,24.58,3.78,353.22,62.41,84.9
City915,7376994,82.3,29.74,692.37,63.72,63.24,76.39,0.25,99.99,88.33,79.47,79.42,67.93,116.68
City916,7633137,853.66,56.31,897.62,29.61,79.52,57.49,86.14,20.57,9.87,51.69,84.01,32.35,118.84
City917,7127780,493.51,33.11,681.0,46.88,78.84,58.26,9.08,1.45,45.31,13.74,712.56,81.99,116.17
City918,1960902,252.07,77.79,335.42,69.78,32.11,37.44,76.83,29.03,58.95,56.59,615.61,68.06,56.49
City919,6194452,498.81,26.19,733.67,28.5,20.17,73.67,21.19,34.67,63.36,28.14,82.06,0.75,40.73
City920,9694636,158.07,88.01,810.85,32.23,81.87,70.97,39.4,88.0,63.92,98.14,449.31,30.25,79.18
City921,1138229,413.95,67.76,316.05,30.53,38.03,55.81,16.29,58.92,18.99,89.09,840.75,53.01,117.38
City922,7012246,179.72,95.29,982.15,8.04,72.11,45.51,16.81,55.07,22.35,32.91,507.62,98.06,83.02
City923,1883452,194.4,66.68,727.73,53.66,48.93,91.32,84.05,13.63,33.85,88.23,365.52,15.75,51.58
City924,7577264,610.48,91.13,115.33,73.5,61.96,31.57,69.12,87.86,67.5,89.91,80.13,62.71,73.22
City925,7025023,755.3,81.08,423.81,45.9,41.82,39.17,74.4,18.63,10.64,69.48,345.26,40.73,62.6
City926,6705325,411.7,67.25,966.19,7.33,80.47,54.44,85.7,60.2,9.01,63.43,57.59,73.5,30.54
City927,6278014,184.82,70.58,132.02,41.67,54.71,85.1,66.39,77.53,27.35,17.44,215.91,17.7,101.1
City928,5075150,397.4,37.44,916.54,38.04,62.15,90.75,66.18,22.66,98.08,84.37,318.86,52.36,51.14
City929,9941715,99.15,60.47,770.26,26.85,90.88,24.0,71.29,60.59,76.9,43.23,456.73,66.75,57.41
City930,6275109,920.74,60.98,719.12,45.01,19.53,48.61,44.53,57.48,33.71,69.51,310.13,66.49,119.41
City931,6457621,256.37,56.06,442.75,50.67,98.26,36.57,97.55,98.89,41.05,0.22,28.73,48.95,36.03
City932,345311,806.77,4.21,792.57,77.77,61.6,29.43,18.21,27.13,61.44,61.42,195.02,12.12,113.52
City933,9895207,99.16,74.13,806.19,50.71,31.51,19.22,27.14,85.55,54.21,50.59,72.57,48.08,113.35
City934,9938919,583.62,76.44,665.04,58.52,58.98,11.92,93.55,83.28,29.86,39.04,901.88,88.6,86.4
City935,3166646,821.84,91.44,915.64,47.33,47.05,18.11,82.23,79.15,47.87,78.11,323.84,53.72,110.67
City936,2017779,56.34,77.79,513.08,10.94,22.67,88.38,15.67,71.3,89.73,66.22,739.59,47.88,37.07
City937,6247400,514.36,84.73,975.13,68.55,50.81,12.34,21.45,94.71,18.48,16.74,533.21,90.9,71.81
City938,9363448,742.8,83.54,674.28,26.23,69.4,56.88,81.07,27.72,41.48,20.35,847.86,27.19,30.92
City939,5943618,511.76,19.31,867.24,71.93,55.47,74.56,24.85,41.62,96.78,35.94,273.78,66.34,114.95
City940,6248799,560.47,66.64,161.59,66.43,14.11,2.32,48.28,93.29,27.06,54.02,911.88,63.72,104.41
City941,7882040,419.6,2.33,822.04,24.32,34.66,32.1,49.22,56.26,7.55,34.84,210.48,29.27,86.36
City942,2730997,508.05,28.48,540.18,6.34,46.08,30.03,14.7,54.21,58.07,2.52,626.62,33.29,94.99
City943,3150756,517.05,89.16,887.48,18.52,12.06,4.6,80.35,5.71,13.66,85.42,465.22,41.13,45.98
City944,7087469,576.14,91.11,556.01,21.45,27.73,95.46,34.25,88.18,15.7,76.83,417.87,0.51,108.6
City945,5744844,722.85,96.76,971.02,23.79,11.83,4.27,32.43,79.03,93.98,27.27,271.93,40.12,115.83
City946,9084694,716.88,92.23,687.87,58.01,81.04,55.22,2.43,76.97,80.57,42.79,586.82,4.38,91.97
City947,4998652,255.36,71.11,939.11,54.3,87.07,77.05,77.22,9.84,54.43,71.72,864.07,7.07,59.01
City948,8342326,825.83,91.14,690.55,34.32,31.15,10.19,99.81,34.61,26.14,29.47,655.4,48.1,116.92
City949,6012000,72.96,43.34,356.9,9.08,24.34,49.72,98.09,49.68,19.2,8.51,939.98,15.41,86.8
City950,2073814,659.78,49.49,648.37,76.45,47.81,70.24,40.79,36.06,26.81,3.47,360.16,52.1,61.98
City951,866385,458.92,61.32,707.65,39.57,84.03,5.93,7.66,15.5,79.88,86.66,475.24,0.89,62.4
City952,4840850,208.76,4.02,943.16,46.24,63.91,11.64,86.1,11.12,79.45,81.07,223.49,4.4,76.45
City953,3214573,681.62,70.94,333.8,38.05,76.15,72.07,50.04,75.64,80.69,88.48,204.65,75.25,32.73
City954,6263090,794.76,73.36,730.56,62.97,16.31,63.21,11.59,7.58,15.44,45.6,24.37,42.68,67.68
City955,6611903,465.98,16.87,918.92,67.03,73.65,35.97,87.71,91.84,51.28,18.95,132.36,93.22,78.78
City956,556372,130.87,54.96,741.7,55.94,18.15,24.93,74.68,23.84,18.55,92.21,352.52,79.19,38.38
City957,1375042,300.75,55.47,242.12,5.07,91.23,6.04,67.74,37.35,43.12,51.91,774.98,73.82,58.64
City958,4508915,896.03,46.86,370.58,5.35,41.83,49.11,95.12,95.34,80.37,52.55,944.89,28.64,77.8
City959,6696853,777.88,25.88,161.88,24.48,94.33,79.81,0.29,94.94,85.48,36.87,890.12,41.37,100.56
City960,6919069,524.48,35.52,630.59,65.26,80.51,90.34,6.94,87.24,90.14,100.0,80.62,52.07,50.2
City961,951283,299.88,45.9,600.62,17.13,63.71,35.36,98.21,47.36,49.91,88.04,620.33,51.81,51.3
City962,218515,15.79,6.98,915.66,46.74,46.86,34.4,4.86,1.81,45.98,83.62,742.2,91.93,82.99
City963,2417702,879.41,25.77,869.72,66.8,70.39,76.55,39.9,10.65,85.07,67.34,934.57,78.99,90.26
City964,8462118,457.22,53.64,711.15,29.35,66.21,83.76,96.07,0.73,37.14,59.51,890.92,18.79,94.48
City965,6692867,839.22,44.0,134.86,9.1,93.95,3.36,73.06,51.25,76.63,17.2,91.61,27.16,46.73
City966,4151486,477.08,28.74,483.81,67.33,16.87,5.36,64.81,33.67,69.29,19.82,18.04,0.28,35.5
City967,1319731,408.95,13.74,946.64,71.92,63.3,60.37,44.22,32.92,42.99,66.99,219.65,55.21,34.63
City968,5266276,317.48,34.53,881.5,32.91,95.42,78.4,19.52,30.98,43.8,93.29,698.26,19.62,93.35
City969,920669,784.36,77.7,328.2,72.0,92.63,60.33,73.19,54.88,38.87,73.48,757.09,18.22,80.5
City970,965460,659.74,2.37,994.33,65.1,26.52,67.58,14.5,4.13,70.37,85.96,222.38,83.68,76.1
City971,9643713,651.05,15.57,379.3,55.26,60.66,95.02,92.88,35.15,63.2,81.94,717.97,15.84,36.78
City972,4359559,777.39,85.04,845.52,31.19,21.82,16.88,86.38,25.77,31.35,39.4,166.68,75.02,89.91
City973,7414176,185.28,42.99,318.38,20.96,90.71,96.65,71.71,43.42,84.25,32.31,88.4,83.54,39.82
City974,1912143,854.07,95.08,969.38,53.44,84.96,26.07,79.95,21.3,22.2,34.45,185.03,4.71,49.4
City975,8257726,372.64,55.22,933.8,57.02,81.82,24.05,64.06,51.91,73.39,72.22,911.49,69.45,83.09
City976,876919,238.26,26.84,269.21,56.86,38.64,41.24,32.27,75.94,62.06,10.06,219.71,59.88,96.38
City977,5804840,656.83,30.25,354.13,17.79,94.26,57.04,67.64,25.54,1.81,26.5,162.52,53.52,78.34
City978,4015256,213.87,42.4,590.16,48.49,14.79,29.72,99.49,36.66,44.48,86.06,734.68,39.91,67.19
City979,1873756,86.75,94.03,443.39,55.97,17.44,86.68,57.69,33.53,22.0,36.93,462.51,77.16,70.36
City980,2175786,669.67,38.14,544.09,68.92,85.82,67.64,94.52,1.47,57.06,33.95,444.68,7.58,33.26
City981,9716245,425.87,0.27,473.67,67.3,93.17,47.6,22.07,81.68,71.91,98.15,217.43,34.4,81.77
City982,8232467,597.13,52.47,818.42,14.21,31.01,94.48,75.59,7.36,39.64,14.95,846.46,35.85,86.82
City983,1806530,829.28,70.63,256.72,38.21,39.76,44.92,98.21,64.03,10.25,81.48,549.6,16.36,50.21
City984,648494,870.35,99.1,428.99,64.71,12.57,50.42,31.73,41.84,81.71,32.15,897.14,88.25,86.05
City985,300471,287.93,95.11,292.79,45.93,26.65,25.49,52.95,32.8,16.23,52.53,900.18,83.58,79.82
City986,4338046,201.92,64.54,452.04,69.16,13.91,63.17,29.8,33.42,86.41,46.98,584.81,46.96,59.79
City987,7329845,357.78,53.59,780.15,60.05,22.96,84.49,99.81,12.02,72.85,64.41,710.23,33.04,35.96
City988,7314931,437.03,11.56,149.86,52.8,87.56,71.93,10.77,95.86,35.27,81.77,129.59,84.08,41.63
City989,3644442,554.78,46.37,255.1,36.06,27.63,49.89,92.21,64.0,75.41,79.03,43.46,82.02,96.67
City990,4349037,128.76,13.89,200.69,20.44,23.42,69.6,75.68,98.45,76.1,20.82,277.29,29.54,55.13
City991,8720931,78.47,39.15,825.94,62.21,27.64,35.63,44.05,52.08,39.01,37.67,447.11,42.74,30.42
City992,5383699,313.63,44.24,449.21,56.07,24.08,98.36,24.67,17.98,17.67,79.52,246.38,0.87,81.73
City993,5545417,41.4,68.49,233.88,10.78,97.57,88.11,4.73,15.26,6.72,27.62,972.54,90.75,94.74
City994,7364671,755.05,68.32,890.67,22.47,55.91,35.17,87.81,42.94,13.69,83.46,861.96,39.91,92.99
City995,1977432,804.51,13.9,873.29,30.54,74.21,39.35,79.24,22.67,86.54,39.92,191.68,51.47,113.75
City996,1603847,676.06,76.83,779.51,23.88,74.37,92.11,28.23,70.64,11.22,36.07,206.92,25.43,79.8
City997,5146132,782.82,84.2,312.99,19.23,82.28,71.5,77.21,81.25,17.64,97.41,62.9,19.36,86.64
City998,7347160,66.92,23.33,537.44,53.01,15.76,68.33,49.96,73.43,59.79,25.2,903.79,61.3,106.2
City999,3931937,279.3,6.72,831.15,76.01,80.1,48.45,69.68,51.1,9.73,23.08,995.92,21.61,47.77
City1000,7456748,720.09,32.09,669.44,7.32,81.35,73.86,6.79,2.47,54.74,94.46,51.64,18.14,53.31
